customer_id,transaction_date,city,customer_type,purchase
136,2023-12-31,Tangerang,member,169
149,2023-09-14,Bogor,member,188
136,2023-12-03,Tangerang,member,161
102,2023-12-27,Bogor,member,168
129,2023-04-23,Tangerang,member,198
115,2023-04-09,Depok,member,184
110,2023-04-29,Bogor,member,182
131,2023-10-18,Tangerang,member,169
126,2023-09-24,Jakarta,member,151
129,2023-09-05,Tangerang,member,197
111,2023-09-05,Jakarta,member,190
110,2023-05-03,Bogor,member,171
102,2023-05-22,Bogor,member,171
126,2023-09-11,Jakarta,member,206
111,2023-10-15,Jakarta,member,175
149,2023-11-03,Bogor,member,178
108,2023-08-04,Tangerang,member,169
122,2023-07-20,Tangerang,member,206
111,2023-05-20,Jakarta,member,184
110,2023-03-21,Bogor,member,171
108,2023-07-05,Tangerang,member,171
108,2023-04-26,Tangerang,member,189
122,2023-04-13,Tangerang,member,204
110,2023-11-08,Bogor,member,194
102,2023-07-15,Bogor,member,150
122,2023-08-12,Tangerang,member,173
129,2023-11-14,Tangerang,member,165
129,2023-09-19,Tangerang,member,152
126,2023-12-04,Jakarta,member,167
147,2023-12-23,Jakarta,member,162
126,2023-11-08,Jakarta,member,182
120,2023-06-08,Tangerang,member,190
126,2023-04-13,Jakarta,member,174
126,2023-05-28,Jakarta,member,167
115,2023-10-17,Depok,member,197
145,2023-05-30,Jakarta,member,174
140,2023-07-20,Jakarta,member,145
102,2023-10-06,Bogor,member,183
127,2023-09-14,Jakarta,member,142
136,2023-03-01,Tangerang,member,203
115,2023-07-20,Depok,member,156
147,2023-10-10,Jakarta,member,180
122,2023-06-11,Tangerang,member,156
131,2023-09-08,Tangerang,member,158
126,2023-05-30,Jakarta,member,142
149,2023-09-26,Bogor,member,194
148,2023-09-28,Tangerang,member,178
120,2023-07-16,Tangerang,member,216
102,2023-10-26,Bogor,member,157
122,2023-07-14,Tangerang,member,158
126,2023-12-24,Jakarta,member,160
136,2023-08-08,Tangerang,member,180
147,2023-05-09,Jakarta,member,155
110,2023-08-01,Bogor,member,152
136,2023-10-30,Tangerang,member,165
122,2023-07-04,Tangerang,member,188
136,2023-12-17,Tangerang,member,188
149,2023-08-28,Bogor,member,152
126,2023-03-09,Jakarta,member,187
110,2023-05-29,Bogor,member,199
148,2023-03-05,Tangerang,member,193
108,2023-12-26,Tangerang,member,196
110,2023-09-17,Bogor,member,214
110,2023-11-29,Bogor,member,153
102,2023-08-23,Bogor,member,178
108,2023-11-21,Tangerang,member,154
122,2023-05-14,Tangerang,member,164
147,2023-12-18,Jakarta,member,182
122,2023-09-02,Tangerang,member,167
108,2023-04-10,Tangerang,member,168
108,2023-06-06,Tangerang,member,152
102,2023-03-13,Bogor,member,167
120,2023-06-30,Tangerang,member,191
122,2023-06-16,Tangerang,member,197
149,2023-08-31,Bogor,member,167
129,2023-12-24,Tangerang,member,183
129,2023-07-19,Tangerang,member,181
136,2023-06-29,Tangerang,member,190
136,2023-11-01,Tangerang,member,210
185,2023-09-09,Tangerang,member,144
151,2023-09-19,Jakarta,member,169
159,2023-09-13,Jakarta,member,172
195,2023-04-25,Depok,member,185
183,2023-08-23,Depok,member,167
184,2023-05-29,Depok,member,172
158,2023-06-02,Jakarta,member,174
191,2023-11-13,Bogor,member,151
157,2023-05-30,Jakarta,member,165
181,2023-08-12,Jakarta,member,172
181,2023-12-08,Jakarta,member,203
183,2023-08-18,Depok,member,164
163,2023-09-21,Depok,member,190
183,2023-08-06,Depok,member,199
184,2023-12-19,Depok,member,199
190,2023-05-16,Jakarta,member,200
195,2023-08-14,Depok,member,168
191,2023-10-06,Bogor,member,149
158,2023-09-24,Jakarta,member,187
195,2023-12-02,Depok,member,164
195,2023-07-12,Depok,member,172
176,2023-10-20,Tangerang,member,196
161,2023-04-24,Tangerang,member,160
185,2023-10-07,Tangerang,member,150
195,2023-08-26,Depok,member,179
151,2023-08-09,Jakarta,member,192
181,2023-07-05,Jakarta,member,166
171,2023-04-05,Jakarta,member,213
157,2023-07-22,Jakarta,member,186
158,2023-12-04,Jakarta,member,189
183,2023-08-15,Depok,member,150
186,2023-08-01,Depok,member,200
161,2023-09-23,Tangerang,member,171
163,2023-05-29,Depok,member,156
184,2023-08-29,Depok,member,198
158,2023-11-02,Jakarta,member,165
161,2023-09-13,Tangerang,member,173
171,2023-07-25,Jakarta,member,183
185,2023-05-11,Tangerang,member,181
158,2023-04-12,Jakarta,member,174
181,2023-08-15,Jakarta,member,210
183,2023-10-26,Depok,member,166
195,2023-04-28,Depok,member,182
176,2023-12-05,Tangerang,member,194
191,2023-05-13,Bogor,member,181
181,2023-08-12,Jakarta,member,167
176,2023-08-23,Tangerang,member,172
163,2023-11-10,Depok,member,174
195,2023-04-28,Depok,member,174
161,2023-06-28,Tangerang,member,173
151,2023-05-27,Jakarta,member,162
152,2023-08-20,Bekasi,member,165
176,2023-12-02,Tangerang,member,180
184,2023-09-11,Depok,member,180
161,2023-08-03,Tangerang,member,175
191,2023-08-10,Bogor,member,212
151,2023-08-01,Jakarta,member,162
190,2023-08-28,Jakarta,member,173
181,2023-05-25,Jakarta,member,194
184,2023-10-11,Depok,member,150
184,2023-04-14,Depok,member,191
190,2023-05-12,Jakarta,member,157
151,2023-05-27,Jakarta,member,177
183,2023-07-15,Depok,member,191
191,2023-10-06,Bogor,member,197
151,2023-08-30,Jakarta,member,166
190,2023-05-10,Jakarta,member,165
185,2023-04-13,Tangerang,member,173
183,2023-06-07,Depok,member,160
181,2023-11-25,Jakarta,member,205
159,2023-12-11,Jakarta,member,180
158,2023-04-28,Jakarta,member,180
183,2023-08-01,Depok,member,190
163,2023-06-12,Depok,member,165
195,2023-08-28,Depok,member,160
162,2023-10-12,Jakarta,member,164
158,2023-05-31,Jakarta,member,206
190,2023-04-09,Jakarta,member,187
158,2023-06-01,Jakarta,member,186
171,2023-06-19,Jakarta,member,198
183,2023-10-11,Depok,member,156
190,2023-06-29,Jakarta,member,195
183,2023-06-06,Depok,member,183
161,2023-09-19,Tangerang,member,145
158,2023-09-14,Jakarta,member,189
195,2023-09-05,Depok,member,221
191,2023-08-09,Bogor,member,157
183,2023-04-25,Depok,member,178
163,2023-06-27,Depok,member,178
163,2023-12-19,Depok,member,164
183,2023-07-31,Depok,member,206
181,2023-05-07,Jakarta,member,173
163,2023-12-24,Depok,member,139
181,2023-07-28,Jakarta,member,194
183,2023-04-15,Depok,member,186
191,2023-06-05,Bogor,member,170
176,2023-10-05,Tangerang,member,169
151,2023-06-30,Jakarta,member,153
158,2023-06-03,Jakarta,member,206
171,2023-08-06,Jakarta,member,182
158,2023-10-07,Jakarta,member,197
151,2023-04-23,Jakarta,member,173
183,2023-06-05,Depok,member,175
157,2023-08-07,Jakarta,member,175
151,2023-10-03,Jakarta,member,198
201,2023-05-28,Jakarta,member,151
246,2023-06-11,Depok,member,160
235,2023-09-30,Jakarta,member,180
246,2023-07-23,Depok,member,181
234,2023-06-29,Jakarta,member,180
201,2023-12-14,Jakarta,member,158
216,2023-12-28,Bogor,member,156
209,2023-05-24,Jakarta,member,201
204,2023-12-22,Depok,member,187
237,2023-11-06,Tangerang,member,188
204,2023-11-01,Depok,member,166
250,2023-06-16,Tangerang,member,197
201,2023-10-04,Jakarta,member,189
246,2023-05-01,Depok,member,175
209,2023-06-03,Jakarta,member,161
216,2023-06-01,Bogor,member,186
201,2023-05-10,Jakarta,member,180
246,2023-12-01,Depok,member,190
201,2023-06-15,Jakarta,member,208
204,2023-07-27,Depok,member,180
249,2023-06-23,Tangerang,member,175
216,2023-07-21,Bogor,member,170
246,2023-08-14,Depok,member,198
201,2023-06-01,Jakarta,member,194
218,2023-06-06,Depok,member,147
249,2023-05-24,Tangerang,member,162
249,2023-09-28,Tangerang,member,177
246,2023-06-07,Depok,member,186
246,2023-11-03,Depok,member,176
246,2023-08-29,Depok,member,180
234,2023-08-10,Jakarta,member,181
237,2023-08-01,Tangerang,member,206
201,2023-08-16,Jakarta,member,149
249,2023-05-15,Tangerang,member,178
246,2023-07-08,Depok,member,175
204,2023-10-10,Depok,member,167
234,2023-11-14,Jakarta,member,171
216,2023-11-25,Bogor,member,202
216,2023-11-19,Bogor,member,193
234,2023-05-07,Jakarta,member,173
204,2023-11-12,Depok,member,173
209,2023-06-01,Jakarta,member,199
216,2023-10-23,Bogor,member,185
216,2023-10-08,Bogor,member,175
237,2023-05-15,Tangerang,member,172
249,2023-10-20,Tangerang,member,184
237,2023-12-01,Tangerang,member,145
235,2023-09-16,Jakarta,member,169
209,2023-05-07,Jakarta,member,184
216,2023-11-02,Bogor,member,179
218,2023-07-01,Depok,member,174
201,2023-11-18,Jakarta,member,158
201,2023-11-16,Jakarta,member,179
283,2023-12-24,Tangerang,member,172
277,2023-08-12,Tangerang,member,183
292,2023-12-16,Tangerang,member,176
277,2023-06-02,Tangerang,member,180
287,2023-07-25,Bekasi,member,123
277,2023-11-05,Tangerang,member,164
279,2023-09-06,Depok,member,196
276,2023-08-16,Depok,member,157
273,2023-12-09,Tangerang,member,197
279,2023-10-23,Depok,member,181
273,2023-08-20,Tangerang,member,193
291,2023-09-13,Tangerang,member,170
276,2023-12-13,Depok,member,179
277,2023-11-06,Tangerang,member,174
291,2023-12-16,Tangerang,member,171
291,2023-10-03,Tangerang,member,168
291,2023-10-17,Tangerang,member,193
292,2023-06-14,Tangerang,member,156
283,2023-07-06,Tangerang,member,177
276,2023-12-12,Depok,member,173
276,2023-10-14,Depok,member,169
276,2023-08-04,Depok,member,176
291,2023-07-25,Tangerang,member,162
283,2023-06-16,Tangerang,member,186
277,2023-07-07,Tangerang,member,209
277,2023-11-27,Tangerang,member,195
291,2023-09-23,Tangerang,member,203
273,2023-06-10,Tangerang,member,168
277,2023-07-11,Tangerang,member,158
276,2023-09-25,Depok,member,188
288,2023-12-25,Depok,member,157
273,2023-07-01,Tangerang,member,172
292,2023-08-26,Tangerang,member,155
287,2023-06-21,Bekasi,member,163
287,2023-06-10,Bekasi,member,159
291,2023-09-19,Tangerang,member,178
277,2023-08-31,Tangerang,member,172
276,2023-06-05,Depok,member,153
292,2023-09-24,Tangerang,member,189
283,2023-07-01,Tangerang,member,173
283,2023-06-27,Tangerang,member,163
273,2023-10-17,Tangerang,member,207
276,2023-10-01,Depok,member,180
279,2023-06-13,Depok,member,171
279,2023-08-12,Depok,member,139
277,2023-09-16,Tangerang,member,177
277,2023-10-24,Tangerang,member,147
277,2023-10-27,Tangerang,member,206
273,2023-11-10,Tangerang,member,184
291,2023-10-27,Tangerang,member,203
277,2023-08-29,Tangerang,member,174
287,2023-09-12,Bekasi,member,181
273,2023-06-05,Tangerang,member,170
276,2023-12-01,Depok,member,166
277,2023-06-11,Tangerang,member,165
288,2023-12-02,Depok,member,149
291,2023-09-22,Tangerang,member,187
273,2023-06-08,Tangerang,member,181
277,2023-08-24,Tangerang,member,174
273,2023-12-28,Tangerang,member,187
292,2023-07-19,Tangerang,member,157
333,2023-10-16,Tangerang,member,183
343,2023-11-16,Depok,member,153
334,2023-08-24,Bekasi,member,163
306,2023-12-16,Tangerang,member,198
347,2023-10-20,Jakarta,member,145
327,2023-09-20,Jakarta,member,184
308,2023-08-01,Bogor,member,158
310,2023-07-01,Tangerang,member,207
350,2023-09-26,Depok,member,190
319,2023-07-18,Jakarta,member,158
314,2023-11-23,Tangerang,member,199
306,2023-08-02,Tangerang,member,177
340,2023-09-24,Bogor,member,187
334,2023-12-19,Bekasi,member,195
338,2023-10-21,Jakarta,member,178
306,2023-08-16,Tangerang,member,169
308,2023-12-20,Bogor,member,192
338,2023-10-07,Jakarta,member,188
319,2023-09-10,Jakarta,member,150
347,2023-11-06,Jakarta,member,161
306,2023-08-27,Tangerang,member,191
306,2023-10-18,Tangerang,member,170
307,2023-11-05,Jakarta,member,212
327,2023-10-12,Jakarta,member,154
310,2023-12-26,Tangerang,member,222
343,2023-09-03,Depok,member,198
319,2023-10-24,Jakarta,member,194
308,2023-10-28,Bogor,member,155
338,2023-12-14,Jakarta,member,161
306,2023-09-06,Tangerang,member,193
343,2023-12-08,Depok,member,167
307,2023-11-13,Jakarta,member,174
314,2023-12-06,Tangerang,member,128
310,2023-12-17,Tangerang,member,195
306,2023-09-05,Tangerang,member,215
306,2023-10-29,Tangerang,member,188
327,2023-10-14,Jakarta,member,183
319,2023-10-25,Jakarta,member,180
310,2023-07-20,Tangerang,member,169
319,2023-11-12,Jakarta,member,172
338,2023-10-22,Jakarta,member,142
308,2023-11-14,Bogor,member,163
347,2023-08-17,Jakarta,member,175
308,2023-12-02,Bogor,member,162
334,2023-09-16,Bekasi,member,191
343,2023-12-21,Depok,member,166
350,2023-11-07,Depok,member,174
327,2023-08-01,Jakarta,member,182
343,2023-12-25,Depok,member,170
310,2023-10-30,Tangerang,member,150
343,2023-08-19,Depok,member,166
318,2023-11-27,Depok,member,179
308,2023-09-05,Bogor,member,177
333,2023-07-25,Tangerang,member,189
350,2023-10-23,Depok,member,156
307,2023-11-04,Jakarta,member,194
347,2023-07-21,Jakarta,member,162
347,2023-09-11,Jakarta,member,191
310,2023-09-26,Tangerang,member,174
340,2023-08-03,Bogor,member,174
308,2023-11-26,Bogor,member,158
327,2023-12-11,Jakarta,member,167
320,2023-07-20,Jakarta,member,160
338,2023-08-21,Jakarta,member,189
350,2023-09-02,Depok,member,185
392,2023-10-12,Jakarta,member,154
374,2023-11-07,Depok,member,149
386,2023-12-04,Jakarta,member,151
388,2023-09-09,Depok,member,168
388,2023-10-04,Depok,member,182
368,2023-11-12,Jakarta,member,183
377,2023-08-09,Tangerang,member,216
385,2023-12-15,Tangerang,member,176
381,2023-09-19,Jakarta,member,136
377,2023-08-06,Tangerang,member,154
381,2023-12-03,Jakarta,member,197
368,2023-11-30,Jakarta,member,204
381,2023-11-06,Jakarta,member,173
381,2023-10-30,Jakarta,member,180
374,2023-11-26,Depok,member,162
381,2023-11-26,Jakarta,member,183
388,2023-11-15,Depok,member,161
400,2023-10-10,Jakarta,member,214
393,2023-12-05,Tangerang,member,198
368,2023-11-17,Jakarta,member,184
379,2023-08-09,Tangerang,member,155
381,2023-09-19,Jakarta,member,159
369,2023-10-02,Jakarta,member,200
379,2023-11-04,Tangerang,member,190
354,2023-11-23,Tangerang,member,155
363,2023-12-12,Bogor,member,195
377,2023-11-30,Tangerang,member,182
381,2023-08-08,Jakarta,member,167
374,2023-10-02,Depok,member,179
369,2023-12-13,Jakarta,member,156
400,2023-10-18,Jakarta,member,197
368,2023-08-22,Jakarta,member,151
400,2023-10-26,Jakarta,member,170
381,2023-10-28,Jakarta,member,164
368,2023-10-03,Jakarta,member,149
400,2023-09-07,Jakarta,member,175
388,2023-09-10,Depok,member,188
377,2023-10-27,Tangerang,member,170
354,2023-10-28,Tangerang,member,138
363,2023-08-08,Bogor,member,206
354,2023-10-27,Tangerang,member,164
353,2023-11-09,Bogor,member,174
363,2023-09-19,Bogor,member,178
392,2023-08-22,Jakarta,member,160
381,2023-10-08,Jakarta,member,196
388,2023-11-26,Depok,member,150
352,2023-11-08,Bogor,member,173
368,2023-10-03,Jakarta,member,191
368,2023-09-23,Jakarta,member,203
363,2023-10-22,Bogor,member,181
385,2023-08-14,Tangerang,member,152
392,2023-08-06,Jakarta,member,163
388,2023-11-23,Depok,member,191
369,2023-10-19,Jakarta,member,166
354,2023-11-10,Tangerang,member,199
379,2023-09-26,Tangerang,member,181
381,2023-08-01,Jakarta,member,185
400,2023-10-03,Jakarta,member,159
353,2023-08-29,Bogor,member,158
353,2023-11-09,Bogor,member,194
392,2023-08-27,Jakarta,member,192
379,2023-10-20,Tangerang,member,168
400,2023-08-03,Jakarta,member,161
354,2023-08-06,Tangerang,member,168
369,2023-12-27,Jakarta,member,165
400,2023-12-23,Jakarta,member,205
369,2023-09-25,Jakarta,member,168
385,2023-08-14,Tangerang,member,169
386,2023-10-29,Jakarta,member,157
392,2023-12-06,Jakarta,member,199
369,2023-10-17,Jakarta,member,185
400,2023-10-01,Jakarta,member,198
396,2023-12-17,Jakarta,member,178
388,2023-08-25,Depok,member,143
385,2023-08-19,Tangerang,member,178
379,2023-09-13,Tangerang,member,178
363,2023-09-24,Bogor,member,180
381,2023-10-28,Jakarta,member,179
442,2023-11-28,Jakarta,member,176
428,2023-12-05,Depok,member,176
449,2023-10-05,Depok,member,171
444,2023-11-10,Tangerang,member,165
428,2023-11-23,Depok,member,166
428,2023-10-04,Depok,member,205
401,2023-12-10,Jakarta,member,176
444,2023-10-24,Tangerang,member,162
401,2023-10-05,Jakarta,member,196
445,2023-09-12,Tangerang,member,202
428,2023-10-10,Depok,member,199
401,2023-10-23,Jakarta,member,205
442,2023-09-15,Jakarta,member,188
444,2023-10-29,Tangerang,member,142
445,2023-11-24,Tangerang,member,170
401,2023-12-19,Jakarta,member,173
444,2023-09-02,Tangerang,member,176
401,2023-11-11,Jakarta,member,180
422,2023-12-05,Jakarta,member,170
404,2023-09-01,Bogor,member,153
445,2023-10-18,Tangerang,member,146
401,2023-10-06,Jakarta,member,199
445,2023-09-11,Tangerang,member,201
401,2023-11-15,Jakarta,member,212
428,2023-11-07,Depok,member,173
413,2023-09-08,Jakarta,member,169
426,2023-12-19,Depok,member,186
444,2023-11-24,Tangerang,member,167
449,2023-11-21,Depok,member,216
449,2023-12-01,Depok,member,187
426,2023-12-03,Depok,member,173
442,2023-10-28,Jakarta,member,159
442,2023-09-25,Jakarta,member,154
401,2023-12-23,Jakarta,member,166
445,2023-10-30,Tangerang,member,169
444,2023-09-12,Tangerang,member,168
435,2023-09-10,Bogor,member,159
401,2023-12-21,Jakarta,member,170
434,2023-11-21,Tangerang,member,150
401,2023-11-04,Jakarta,member,197
445,2023-10-01,Tangerang,member,196
418,2023-10-18,Jakarta,member,175
434,2023-09-18,Tangerang,member,151
407,2023-11-21,Bogor,member,195
401,2023-11-17,Jakarta,member,161
434,2023-10-07,Tangerang,member,149
445,2023-12-14,Tangerang,member,220
434,2023-10-13,Tangerang,member,165
445,2023-10-21,Tangerang,member,179
401,2023-11-05,Jakarta,member,184
413,2023-09-19,Jakarta,member,178
434,2023-10-11,Tangerang,member,178
442,2023-11-05,Jakarta,member,162
404,2023-11-22,Bogor,member,136
413,2023-11-26,Jakarta,member,169
484,2023-11-12,Tangerang,member,184
494,2023-10-26,Jakarta,member,174
492,2023-10-12,Depok,member,204
465,2023-12-19,Tangerang,member,189
462,2023-10-28,Tangerang,member,184
462,2023-12-13,Tangerang,member,212
484,2023-12-08,Tangerang,member,194
460,2023-11-29,Tangerang,member,178
477,2023-12-11,Jakarta,member,180
484,2023-11-15,Tangerang,member,188
478,2023-12-07,Tangerang,member,168
494,2023-12-17,Jakarta,member,154
491,2023-10-24,Jakarta,member,182
451,2023-11-26,Jakarta,member,179
458,2023-11-11,Jakarta,member,167
463,2023-10-20,Jakarta,member,173
463,2023-10-15,Jakarta,member,183
466,2023-12-05,Tangerang,member,201
494,2023-10-30,Jakarta,member,154
491,2023-11-23,Jakarta,member,175
491,2023-10-11,Jakarta,member,176
460,2023-12-05,Tangerang,member,163
481,2023-10-13,Bekasi,member,213
460,2023-12-07,Tangerang,member,184
475,2023-11-19,Tangerang,member,147
494,2023-10-07,Jakarta,member,162
484,2023-11-13,Tangerang,member,166
478,2023-11-10,Tangerang,member,210
484,2023-10-12,Tangerang,member,167
477,2023-11-09,Jakarta,member,190
494,2023-11-04,Jakarta,member,156
456,2023-10-15,Jakarta,member,156
462,2023-12-02,Tangerang,member,177
454,2023-10-09,Jakarta,member,170
477,2023-12-26,Jakarta,member,166
454,2023-11-17,Jakarta,member,177
479,2023-10-25,Depok,member,147
491,2023-11-06,Jakarta,member,163
479,2023-12-21,Depok,member,151
477,2023-10-29,Jakarta,member,184
484,2023-10-15,Tangerang,member,195
462,2023-12-13,Tangerang,member,191
479,2023-12-06,Depok,member,163
466,2023-12-29,Tangerang,member,161
492,2023-12-06,Depok,member,150
543,2023-11-03,Jakarta,member,168
515,2023-12-14,Bogor,member,179
521,2023-12-31,Jakarta,member,139
510,2023-12-07,Tangerang,member,154
526,2023-12-07,Bogor,member,160
521,2023-11-21,Jakarta,member,175
527,2023-12-27,Tangerang,member,186
527,2023-12-01,Tangerang,member,188
531,2023-12-25,Bogor,member,214
534,2023-12-30,Tangerang,member,197
536,2023-12-16,Jakarta,member,173
526,2023-12-06,Bogor,member,166
518,2023-11-26,Tangerang,member,172
522,2023-12-04,Tangerang,member,193
556,2023-12-17,Jakarta,member,178
569,2023-12-13,Depok,member,185
600,2023-12-02,Depok,member,167
566,2023-12-03,Jakarta,member,184
564,2023-12-24,Bogor,member,169
556,2023-12-24,Jakarta,member,172
566,2023-12-12,Jakarta,member,182
574,2023-12-15,Bogor,member,169
36,2023-12-16,Jakarta,casual,157
28,2023-03-19,Tangerang,casual,180
24,2023-01-19,Depok,casual,167
14,2023-11-26,Tangerang,casual,185
32,2023-07-16,Jakarta,casual,178
35,2023-02-23,Jakarta,casual,196
10,2023-01-11,Jakarta,casual,167
30,2023-07-07,Jakarta,casual,171
27,2023-01-08,Bogor,casual,166
42,2023-10-09,Bogor,casual,141
38,2023-02-23,Jakarta,casual,179
27,2023-11-21,Bogor,casual,152
19,2023-05-28,Depok,casual,157
24,2023-03-31,Depok,casual,157
46,2023-12-22,Jakarta,casual,175
21,2023-06-11,Jakarta,casual,158
25,2023-04-03,Jakarta,casual,167
36,2023-12-07,Jakarta,casual,149
41,2023-09-19,Tangerang,casual,154
44,2023-09-12,Jakarta,casual,160
11,2023-07-29,Depok,casual,160
33,2023-06-26,Jakarta,casual,162
47,2023-12-23,Depok,casual,164
42,2023-08-11,Bogor,casual,135
32,2023-08-02,Jakarta,casual,165
28,2023-09-01,Tangerang,casual,142
1,2023-06-23,Jakarta,casual,183
42,2023-07-05,Bogor,casual,170
26,2023-04-02,Jakarta,casual,136
10,2023-12-08,Jakarta,casual,158
32,2023-07-21,Jakarta,casual,165
27,2023-11-26,Bogor,casual,143
47,2023-07-03,Depok,casual,157
27,2023-07-01,Bogor,casual,164
47,2023-08-14,Depok,casual,144
24,2023-06-01,Depok,casual,145
27,2023-07-29,Bogor,casual,158
32,2023-06-08,Jakarta,casual,161
38,2023-09-19,Jakarta,casual,182
6,2023-03-27,Bogor,casual,176
38,2023-09-22,Jakarta,casual,157
1,2023-08-02,Jakarta,casual,158
38,2023-06-23,Jakarta,casual,152
26,2023-10-10,Jakarta,casual,165
19,2023-05-20,Depok,casual,163
47,2023-06-17,Depok,casual,174
36,2023-05-16,Jakarta,casual,154
33,2023-02-15,Jakarta,casual,196
26,2023-08-30,Jakarta,casual,159
5,2023-04-16,Bogor,casual,193
26,2023-01-21,Jakarta,casual,170
1,2023-01-07,Jakarta,casual,174
3,2023-06-06,Jakarta,casual,166
28,2023-01-23,Tangerang,casual,182
42,2023-06-02,Bogor,casual,165
43,2023-10-04,Tangerang,casual,165
33,2023-07-21,Jakarta,casual,156
32,2023-04-09,Jakarta,casual,172
23,2023-01-01,Jakarta,casual,174
5,2023-01-29,Bogor,casual,163
38,2023-07-23,Jakarta,casual,184
42,2023-06-01,Bogor,casual,153
25,2023-03-31,Jakarta,casual,141
1,2023-11-30,Jakarta,casual,141
14,2023-03-11,Tangerang,casual,162
3,2023-05-30,Jakarta,casual,141
38,2023-02-12,Jakarta,casual,155
24,2023-02-25,Depok,casual,165
32,2023-02-28,Jakarta,casual,167
30,2023-05-30,Jakarta,casual,175
30,2023-09-04,Jakarta,casual,168
43,2023-01-01,Tangerang,casual,152
24,2023-03-01,Depok,casual,143
5,2023-11-26,Bogor,casual,172
44,2023-07-09,Jakarta,casual,167
44,2023-09-23,Jakarta,casual,156
24,2023-02-25,Depok,casual,174
3,2023-06-06,Jakarta,casual,148
36,2023-01-27,Jakarta,casual,168
36,2023-09-05,Jakarta,casual,189
5,2023-12-06,Bogor,casual,175
6,2023-11-23,Bogor,casual,176
47,2023-12-23,Depok,casual,184
46,2023-03-08,Jakarta,casual,154
6,2023-09-03,Bogor,casual,164
32,2023-10-11,Jakarta,casual,161
19,2023-12-25,Depok,casual,170
26,2023-01-31,Jakarta,casual,161
27,2023-01-22,Bogor,casual,158
1,2023-02-27,Jakarta,casual,178
14,2023-04-14,Tangerang,casual,149
42,2023-09-27,Bogor,casual,146
47,2023-05-10,Depok,casual,168
43,2023-11-10,Tangerang,casual,129
36,2023-05-22,Jakarta,casual,154
6,2023-06-24,Bogor,casual,144
24,2023-04-23,Depok,casual,162
42,2023-05-12,Bogor,casual,162
42,2023-05-25,Bogor,casual,152
47,2023-11-24,Depok,casual,148
11,2023-08-07,Depok,casual,179
42,2023-08-31,Bogor,casual,185
19,2023-01-20,Depok,casual,138
1,2023-06-23,Jakarta,casual,174
24,2023-02-09,Depok,casual,141
19,2023-06-05,Depok,casual,169
5,2023-05-19,Bogor,casual,175
32,2023-07-01,Jakarta,casual,165
21,2023-08-14,Jakarta,casual,163
38,2023-01-29,Jakarta,casual,153
11,2023-07-14,Depok,casual,156
10,2023-10-20,Jakarta,casual,172
21,2023-03-09,Jakarta,casual,176
100,2023-10-01,Tangerang,casual,173
100,2023-02-05,Tangerang,casual,145
84,2023-07-26,Tangerang,casual,157
85,2023-10-13,Jakarta,casual,149
80,2023-02-27,Jakarta,casual,156
75,2023-08-03,Jakarta,casual,192
100,2023-06-11,Tangerang,casual,152
88,2023-08-01,Jakarta,casual,165
85,2023-07-22,Jakarta,casual,163
94,2023-08-11,Tangerang,casual,139
75,2023-02-04,Jakarta,casual,170
68,2023-11-30,Jakarta,casual,153
75,2023-03-02,Jakarta,casual,174
68,2023-05-25,Jakarta,casual,156
89,2023-03-06,Jakarta,casual,150
94,2023-06-20,Tangerang,casual,165
90,2023-08-16,Tangerang,casual,157
61,2023-02-01,Tangerang,casual,156
76,2023-08-21,Jakarta,casual,163
97,2023-05-16,Jakarta,casual,192
78,2023-05-17,Tangerang,casual,161
73,2023-07-17,Tangerang,casual,154
99,2023-03-08,Tangerang,casual,165
84,2023-02-10,Tangerang,casual,154
68,2023-10-08,Jakarta,casual,145
95,2023-02-22,Jakarta,casual,151
66,2023-10-13,Jakarta,casual,155
85,2023-05-20,Jakarta,casual,148
64,2023-11-12,Tangerang,casual,177
73,2023-03-16,Tangerang,casual,151
59,2023-04-27,Depok,casual,164
85,2023-02-21,Jakarta,casual,171
68,2023-04-17,Jakarta,casual,169
84,2023-09-22,Tangerang,casual,158
73,2023-12-24,Tangerang,casual,135
57,2023-02-07,Jakarta,casual,159
69,2023-07-23,Jakarta,casual,147
55,2023-04-07,Depok,casual,167
69,2023-04-28,Jakarta,casual,129
59,2023-07-08,Depok,casual,158
94,2023-02-17,Tangerang,casual,156
89,2023-12-01,Jakarta,casual,196
89,2023-10-06,Jakarta,casual,142
59,2023-05-27,Depok,casual,142
66,2023-06-30,Jakarta,casual,172
80,2023-09-27,Jakarta,casual,160
88,2023-06-25,Jakarta,casual,178
76,2023-08-15,Jakarta,casual,167
79,2023-10-05,Bogor,casual,154
90,2023-02-25,Tangerang,casual,153
75,2023-08-02,Jakarta,casual,149
95,2023-06-03,Jakarta,casual,153
61,2023-05-12,Tangerang,casual,159
99,2023-03-30,Tangerang,casual,146
66,2023-04-25,Jakarta,casual,143
86,2023-03-03,Tangerang,casual,157
68,2023-12-13,Jakarta,casual,158
88,2023-06-04,Jakarta,casual,152
94,2023-09-28,Tangerang,casual,165
86,2023-10-23,Tangerang,casual,142
100,2023-08-11,Tangerang,casual,150
68,2023-05-18,Jakarta,casual,162
61,2023-09-29,Tangerang,casual,146
88,2023-03-14,Jakarta,casual,155
68,2023-02-05,Jakarta,casual,143
69,2023-04-26,Jakarta,casual,158
73,2023-07-05,Tangerang,casual,160
86,2023-05-13,Tangerang,casual,157
76,2023-03-13,Jakarta,casual,169
