"id_pelanggan","tanggal_transaksi","jumlah"
928,"2024-03-01","149000"
929,"2024-03-01","107500"
932,"2024-03-01","96500"
934,"2024-03-01","84500"
938,"2024-03-01","60500"
940,"2024-03-01","81500"
943,"2024-03-01","81500"
944,"2024-03-01","79000"
945,"2024-03-01","239500"
946,"2024-03-01","258500"
947,"2024-03-01","67500"
948,"2024-03-01","162500"
952,"2024-03-01","88000"
957,"2024-03-01","59000"
959,"2024-03-01","95500"
960,"2024-03-01","96000"
961,"2024-03-01","275500"
963,"2024-03-01","91000"
965,"2024-03-01","60000"
972,"2024-03-01","261500"
973,"2024-03-01","166000"
974,"2024-03-01","106500"
976,"2024-03-01","167500"
982,"2024-03-01","192500"
985,"2024-03-01","149500"
986,"2024-03-01","86000"
989,"2024-03-01","80500"
990,"2024-03-01","120000"
991,"2024-03-01","145500"
993,"2024-03-01","57000"
994,"2024-03-01","86500"
996,"2024-03-01","80500"
999,"2024-03-01","114500"
1002,"2024-03-01","263500"
1003,"2024-03-01","80000"
1005,"2024-03-01","86500"
1011,"2024-03-01","219500"
1015,"2024-03-01","80000"
1016,"2024-03-01","98500"
1017,"2024-03-01","98500"
1022,"2024-03-01","79000"
1023,"2024-03-01","79500"
1024,"2024-03-01","95500"
1032,"2024-03-01","103000"
1035,"2024-03-01","98000"
1036,"2024-03-01","122500"
1039,"2024-03-01","265000"
1044,"2024-03-01","58500"
1054,"2024-03-01","194500"
1058,"2024-03-01","257500"
1066,"2024-03-01","93500"
1069,"2024-03-01","99500"
1072,"2024-03-01","60500"
1074,"2024-03-01","89000"
1080,"2024-03-01","96500"
1082,"2024-03-01","109500"
1086,"2024-03-01","185000"
1087,"2024-03-01","96000"
1089,"2024-03-01","113500"
1090,"2024-03-01","150500"
1099,"2024-03-01","94000"
1102,"2024-03-01","90000"
1104,"2024-03-01","86000"
1106,"2024-03-01","103500"
1114,"2024-03-01","349500"
1118,"2024-03-01","59000"
1120,"2024-03-01","87500"
1122,"2024-03-01","110500"
1123,"2024-03-01","93500"
1126,"2024-03-01","62000"
1127,"2024-03-01","66500"
1128,"2024-03-01","93000"
1129,"2024-03-01","214500"
1134,"2024-03-01","169000"
1135,"2024-03-01","81500"
1136,"2024-03-01","239000"
1140,"2024-03-01","102500"
1147,"2024-03-01","86000"
1149,"2024-03-01","219500"
1152,"2024-03-01","81000"
1157,"2024-03-01","88500"
1158,"2024-03-01","145000"
1163,"2024-03-01","108500"
1166,"2024-03-01","279000"
1167,"2024-03-01","80000"
1173,"2024-03-01","96500"
1175,"2024-03-01","88000"
1176,"2024-03-01","77000"
1181,"2024-03-01","84500"
1183,"2024-03-01","59500"
1188,"2024-03-01","141000"
1190,"2024-03-01","151000"
1191,"2024-03-01","174500"
1198,"2024-03-01","151500"
1199,"2024-03-01","168500"
1200,"2024-03-01","188000"
1203,"2024-03-01","77000"
1209,"2024-03-01","79500"
1210,"2024-03-01","101500"
1212,"2024-03-01","75500"
1215,"2024-03-01","123500"
1221,"2024-03-01","230000"
1232,"2024-03-01","109500"
1233,"2024-03-01","91000"
1236,"2024-03-01","81000"
1237,"2024-03-01","107000"
1238,"2024-03-01","148500"
1246,"2024-03-01","74500"
1247,"2024-03-01","147000"
1252,"2024-03-01","113500"
1253,"2024-03-01","79500"
1266,"2024-03-01","88500"
1272,"2024-03-01","163000"
1273,"2024-03-01","137500"
1274,"2024-03-01","165500"
1275,"2024-03-01","195500"
1279,"2024-03-01","59000"
1280,"2024-03-01","172500"
1282,"2024-03-01","188000"
1284,"2024-03-01","108500"
1287,"2024-03-01","66500"
1288,"2024-03-01","155000"
1291,"2024-03-01","96000"
1295,"2024-03-01","79500"
1297,"2024-03-01","75000"
1299,"2024-03-01","103500"
1303,"2024-03-01","133000"
1305,"2024-03-01","64500"
1307,"2024-03-01","97500"
1311,"2024-03-01","172500"
1313,"2024-03-01","186500"
1317,"2024-03-01","184500"
1318,"2024-03-01","112000"
1319,"2024-03-01","54000"
1320,"2024-03-01","81000"
1321,"2024-03-01","136000"
1322,"2024-03-01","179000"
1323,"2024-03-01","263500"
1328,"2024-03-01","99500"
1331,"2024-03-01","114000"
1336,"2024-03-01","74000"
1340,"2024-03-01","156000"
1346,"2024-03-01","69000"
1352,"2024-03-01","91000"
1358,"2024-03-01","259500"
1360,"2024-03-01","172500"
1364,"2024-03-01","71500"
1367,"2024-03-01","83500"
1372,"2024-03-01","180000"
1379,"2024-03-01","161500"
1380,"2024-03-01","206000"
1381,"2024-03-01","77000"
1383,"2024-03-01","90000"
1384,"2024-03-01","99500"
1385,"2024-03-01","70500"
1389,"2024-03-01","49000"
1390,"2024-03-01","71500"
1397,"2024-03-01","106500"
1400,"2024-03-01","61500"
1401,"2024-03-01","268000"
1402,"2024-03-01","265500"
1403,"2024-03-01","80500"
1404,"2024-03-01","175000"
1407,"2024-03-01","92500"
1408,"2024-03-01","51000"
1419,"2024-03-01","69000"
1420,"2024-03-01","84500"
1421,"2024-03-01","72000"
1422,"2024-03-01","113000"
1425,"2024-03-01","177500"
1428,"2024-03-01","134000"
1429,"2024-03-01","66500"
1430,"2024-03-01","148000"
1431,"2024-03-01","62000"
1,"2024-03-02","101500"
2,"2024-03-02","69000"
7,"2024-03-02","84000"
9,"2024-03-02","81500"
11,"2024-03-02","68000"
14,"2024-03-02","143000"
18,"2024-03-02","72500"
20,"2024-03-02","79500"
24,"2024-03-02","86500"
25,"2024-03-02","116000"
26,"2024-03-02","107000"
31,"2024-03-02","97000"
37,"2024-03-02","68000"
38,"2024-03-02","110500"
43,"2024-03-02","78000"
46,"2024-03-02","110500"
50,"2024-03-02","89000"
56,"2024-03-02","87500"
61,"2024-03-02","82000"
65,"2024-03-02","101000"
68,"2024-03-02","149000"
76,"2024-03-02","92000"
77,"2024-03-02","86500"
81,"2024-03-02","94000"
88,"2024-03-02","161000"
97,"2024-03-02","77500"
104,"2024-03-02","71500"
107,"2024-03-02","154000"
108,"2024-03-02","167500"
113,"2024-03-02","118000"
115,"2024-03-02","73000"
118,"2024-03-02","82500"
121,"2024-03-02","52500"
126,"2024-03-02","94500"
127,"2024-03-02","103500"
132,"2024-03-02","80500"
134,"2024-03-02","172000"
137,"2024-03-02","68500"
138,"2024-03-02","78000"
142,"2024-03-02","94500"
143,"2024-03-02","79500"
144,"2024-03-02","170000"
148,"2024-03-02","85500"
153,"2024-03-02","159500"
159,"2024-03-02","82500"
161,"2024-03-02","78500"
169,"2024-03-02","185000"
173,"2024-03-02","68500"
176,"2024-03-02","71500"
179,"2024-03-02","78000"
186,"2024-03-02","89500"
188,"2024-03-02","125500"
196,"2024-03-02","84000"
198,"2024-03-02","97500"
209,"2024-03-02","65000"
210,"2024-03-02","111000"
212,"2024-03-02","72000"
227,"2024-03-02","66500"
230,"2024-03-02","95500"
240,"2024-03-02","85000"
243,"2024-03-02","63500"
247,"2024-03-02","163500"
248,"2024-03-02","152000"
252,"2024-03-02","176000"
258,"2024-03-02","75000"
266,"2024-03-02","55000"
267,"2024-03-02","79500"
278,"2024-03-02","182000"
283,"2024-03-02","71000"
288,"2024-03-02","93000"
292,"2024-03-02","89000"
294,"2024-03-02","84000"
298,"2024-03-02","155500"
301,"2024-03-02","98500"
309,"2024-03-02","74000"
310,"2024-03-02","58500"
312,"2024-03-02","102000"
316,"2024-03-02","103000"
321,"2024-03-02","96000"
322,"2024-03-02","82500"
326,"2024-03-02","64000"
327,"2024-03-02","58500"
333,"2024-03-02","109000"
343,"2024-03-02","176500"
345,"2024-03-02","296500"
347,"2024-03-02","149000"
351,"2024-03-02","84500"
357,"2024-03-02","74000"
365,"2024-03-02","91500"
372,"2024-03-02","81500"
376,"2024-03-02","120000"
377,"2024-03-02","161000"
378,"2024-03-02","110500"
394,"2024-03-02","193000"
396,"2024-03-02","88000"
397,"2024-03-02","59000"
399,"2024-03-02","75000"
405,"2024-03-02","260000"
418,"2024-03-02","106500"
420,"2024-03-02","104500"
421,"2024-03-02","116000"
427,"2024-03-02","171000"
430,"2024-03-02","84000"
433,"2024-03-02","167500"
435,"2024-03-02","61000"
439,"2024-03-02","92000"
441,"2024-03-02","70000"
447,"2024-03-02","82500"
451,"2024-03-02","84000"
454,"2024-03-02","94500"
457,"2024-03-02","70000"
459,"2024-03-02","54000"
463,"2024-03-02","68000"
464,"2024-03-02","56500"
465,"2024-03-02","196000"
473,"2024-03-02","60000"
483,"2024-03-02","90000"
485,"2024-03-02","161500"
486,"2024-03-02","110000"
488,"2024-03-02","194500"
501,"2024-03-02","105500"
506,"2024-03-02","251500"
507,"2024-03-02","98500"
509,"2024-03-02","191500"
515,"2024-03-02","49000"
520,"2024-03-02","86000"
524,"2024-03-02","65500"
528,"2024-03-02","83000"
533,"2024-03-02","91000"
539,"2024-03-02","77500"
541,"2024-03-02","82500"
555,"2024-03-02","70500"
558,"2024-03-02","188000"
562,"2024-03-02","83000"
566,"2024-03-02","182000"
576,"2024-03-02","84000"
579,"2024-03-02","87000"
596,"2024-03-02","65000"
598,"2024-03-02","72000"
608,"2024-03-02","85000"
611,"2024-03-02","84000"
614,"2024-03-02","76000"
615,"2024-03-02","69000"
617,"2024-03-02","209500"
626,"2024-03-02","85000"
627,"2024-03-02","83000"
631,"2024-03-02","60000"
632,"2024-03-02","90000"
639,"2024-03-02","102000"
644,"2024-03-02","85500"
648,"2024-03-02","102000"
650,"2024-03-02","91000"
662,"2024-03-02","210000"
665,"2024-03-02","82500"
667,"2024-03-02","85500"
673,"2024-03-02","233000"
679,"2024-03-02","66000"
682,"2024-03-02","105500"
684,"2024-03-02","125000"
688,"2024-03-02","178000"
691,"2024-03-02","229000"
693,"2024-03-02","104000"
694,"2024-03-02","77500"
699,"2024-03-02","67000"
702,"2024-03-02","89500"
708,"2024-03-02","98500"
712,"2024-03-02","65000"
713,"2024-03-02","100000"
716,"2024-03-02","73000"
719,"2024-03-02","97000"
728,"2024-03-02","94000"
729,"2024-03-02","93500"
731,"2024-03-02","104500"
738,"2024-03-02","82500"
742,"2024-03-02","61000"
758,"2024-03-02","66500"
761,"2024-03-02","105000"
765,"2024-03-02","93500"
767,"2024-03-02","144000"
769,"2024-03-02","105500"
771,"2024-03-02","97500"
778,"2024-03-02","91500"
783,"2024-03-02","77500"
793,"2024-03-02","188500"
795,"2024-03-02","82000"
803,"2024-03-02","90500"
807,"2024-03-02","70000"
813,"2024-03-02","57000"
816,"2024-03-02","84500"
823,"2024-03-02","87000"
826,"2024-03-02","103000"
830,"2024-03-02","88000"
832,"2024-03-02","121000"
835,"2024-03-02","166500"
836,"2024-03-02","150500"
847,"2024-03-02","170000"
850,"2024-03-02","108500"
851,"2024-03-02","163500"
853,"2024-03-02","87000"
858,"2024-03-02","201500"
859,"2024-03-02","66000"
869,"2024-03-02","92000"
871,"2024-03-02","100000"
872,"2024-03-02","193000"
874,"2024-03-02","76500"
875,"2024-03-02","95000"
876,"2024-03-02","77500"
877,"2024-03-02","98000"
880,"2024-03-02","92000"
886,"2024-03-02","93000"
891,"2024-03-02","107500"
894,"2024-03-02","85500"
899,"2024-03-02","188000"
902,"2024-03-02","102500"
905,"2024-03-02","77500"
909,"2024-03-02","57500"
921,"2024-03-02","88500"
923,"2024-03-02","201500"
930,"2024-03-02","92500"
933,"2024-03-02","101000"
935,"2024-03-02","184500"
938,"2024-03-02","79000"
939,"2024-03-02","107000"
940,"2024-03-02","81000"
941,"2024-03-02","102500"
944,"2024-03-02","82500"
946,"2024-03-02","93500"
949,"2024-03-02","73000"
959,"2024-03-02","186000"
960,"2024-03-02","68500"
961,"2024-03-02","131500"
962,"2024-03-02","166000"
964,"2024-03-02","190500"
968,"2024-03-02","93500"
973,"2024-03-02","104500"
975,"2024-03-02","83500"
976,"2024-03-02","84000"
978,"2024-03-02","75500"
985,"2024-03-02","74000"
986,"2024-03-02","65000"
991,"2024-03-02","87000"
993,"2024-03-02","70500"
1002,"2024-03-02","194500"
1007,"2024-03-02","85000"
1009,"2024-03-02","96000"
1013,"2024-03-02","92500"
1016,"2024-03-02","109500"
1017,"2024-03-02","97000"
1022,"2024-03-02","71000"
1029,"2024-03-02","86500"
1033,"2024-03-02","169500"
1035,"2024-03-02","67000"
1036,"2024-03-02","123000"
1038,"2024-03-02","99500"
1039,"2024-03-02","111000"
1049,"2024-03-02","214500"
1056,"2024-03-02","100500"
1058,"2024-03-02","103500"
1065,"2024-03-02","174500"
1070,"2024-03-02","91500"
1079,"2024-03-02","95500"
1083,"2024-03-02","109500"
1084,"2024-03-02","101000"
1086,"2024-03-02","97000"
1088,"2024-03-02","68500"
1096,"2024-03-02","69500"
1100,"2024-03-02","76500"
1102,"2024-03-02","66000"
1112,"2024-03-02","181000"
1114,"2024-03-02","75500"
1128,"2024-03-02","90500"
1131,"2024-03-02","83000"
1137,"2024-03-02","97000"
1141,"2024-03-02","64500"
1154,"2024-03-02","75500"
1163,"2024-03-02","93500"
1166,"2024-03-02","96000"
1167,"2024-03-02","75500"
1174,"2024-03-02","89000"
1177,"2024-03-02","147500"
1179,"2024-03-02","96500"
1188,"2024-03-02","345000"
1191,"2024-03-02","85500"
1192,"2024-03-02","91000"
1203,"2024-03-02","95000"
1206,"2024-03-02","75000"
1215,"2024-03-02","236000"
1223,"2024-03-02","99000"
1231,"2024-03-02","284000"
1235,"2024-03-02","93000"
1241,"2024-03-02","90000"
1244,"2024-03-02","72500"
1246,"2024-03-02","81500"
1253,"2024-03-02","82000"
1254,"2024-03-02","92500"
1255,"2024-03-02","107500"
1266,"2024-03-02","88000"
1268,"2024-03-02","96500"
1271,"2024-03-02","102000"
1272,"2024-03-02","86000"
1279,"2024-03-02","79500"
1281,"2024-03-02","87500"
1289,"2024-03-02","90500"
1291,"2024-03-02","47000"
1292,"2024-03-02","67500"
1294,"2024-03-02","87500"
1297,"2024-03-02","71500"
1299,"2024-03-02","75000"
1300,"2024-03-02","72500"
1306,"2024-03-02","185500"
1307,"2024-03-02","71000"
1312,"2024-03-02","67500"
1314,"2024-03-02","164000"
1319,"2024-03-02","64000"
1326,"2024-03-02","89500"
1330,"2024-03-02","86500"
1337,"2024-03-02","79500"
1341,"2024-03-02","91500"
1346,"2024-03-02","101000"
1347,"2024-03-02","104000"
1350,"2024-03-02","87000"
1353,"2024-03-02","76000"
1359,"2024-03-02","89500"
1360,"2024-03-02","82000"
1361,"2024-03-02","88000"
1368,"2024-03-02","76000"
1370,"2024-03-02","174000"
1380,"2024-03-02","88500"
1381,"2024-03-02","82000"
1382,"2024-03-02","76000"
1390,"2024-03-02","52000"
1395,"2024-03-02","139500"
1400,"2024-03-02","122000"
1404,"2024-03-02","207500"
1407,"2024-03-02","70000"
1431,"2024-03-02","101000"
3,"2024-03-03","66500"
5,"2024-03-03","95500"
7,"2024-03-03","86000"
9,"2024-03-03","205000"
10,"2024-03-03","83000"
13,"2024-03-03","82500"
14,"2024-03-03","104000"
17,"2024-03-03","106500"
23,"2024-03-03","89000"
24,"2024-03-03","88000"
25,"2024-03-03","221000"
29,"2024-03-03","97000"
30,"2024-03-03","67500"
34,"2024-03-03","76000"
35,"2024-03-03","91000"
37,"2024-03-03","77500"
41,"2024-03-03","77000"
43,"2024-03-03","93000"
44,"2024-03-03","98000"
46,"2024-03-03","80000"
49,"2024-03-03","189500"
50,"2024-03-03","79000"
58,"2024-03-03","185000"
60,"2024-03-03","88500"
63,"2024-03-03","82000"
68,"2024-03-03","80500"
70,"2024-03-03","193000"
72,"2024-03-03","131000"
89,"2024-03-03","90500"
96,"2024-03-03","96500"
101,"2024-03-03","63500"
108,"2024-03-03","96000"
111,"2024-03-03","96000"
115,"2024-03-03","64000"
119,"2024-03-03","67500"
120,"2024-03-03","63000"
122,"2024-03-03","87500"
125,"2024-03-03","109500"
131,"2024-03-03","114000"
134,"2024-03-03","247000"
136,"2024-03-03","66000"
137,"2024-03-03","79500"
141,"2024-03-03","77500"
143,"2024-03-03","82000"
151,"2024-03-03","73500"
154,"2024-03-03","77500"
167,"2024-03-03","72000"
169,"2024-03-03","90000"
170,"2024-03-03","84500"
172,"2024-03-03","61500"
173,"2024-03-03","177000"
178,"2024-03-03","76500"
179,"2024-03-03","70500"
181,"2024-03-03","93000"
185,"2024-03-03","144500"
193,"2024-03-03","152000"
196,"2024-03-03","99500"
206,"2024-03-03","75500"
208,"2024-03-03","83500"
212,"2024-03-03","107000"
216,"2024-03-03","102000"
218,"2024-03-03","184000"
224,"2024-03-03","84000"
227,"2024-03-03","93500"
228,"2024-03-03","90000"
233,"2024-03-03","89500"
235,"2024-03-03","80000"
246,"2024-03-03","93500"
254,"2024-03-03","72500"
261,"2024-03-03","135500"
262,"2024-03-03","97500"
264,"2024-03-03","163000"
269,"2024-03-03","71500"
271,"2024-03-03","72000"
280,"2024-03-03","86000"
281,"2024-03-03","89500"
282,"2024-03-03","103500"
290,"2024-03-03","73500"
291,"2024-03-03","94500"
294,"2024-03-03","78000"
303,"2024-03-03","96500"
304,"2024-03-03","88500"
305,"2024-03-03","115000"
310,"2024-03-03","84000"
312,"2024-03-03","111000"
313,"2024-03-03","97000"
318,"2024-03-03","101500"
321,"2024-03-03","67500"
323,"2024-03-03","53000"
326,"2024-03-03","73500"
347,"2024-03-03","90500"
355,"2024-03-03","69500"
363,"2024-03-03","74000"
370,"2024-03-03","67000"
373,"2024-03-03","110500"
380,"2024-03-03","46500"
381,"2024-03-03","103000"
391,"2024-03-03","91000"
393,"2024-03-03","91500"
397,"2024-03-03","296500"
398,"2024-03-03","201000"
399,"2024-03-03","78000"
402,"2024-03-03","95000"
414,"2024-03-03","84000"
417,"2024-03-03","146500"
421,"2024-03-03","92000"
422,"2024-03-03","65500"
426,"2024-03-03","65500"
427,"2024-03-03","92000"
433,"2024-03-03","69000"
434,"2024-03-03","63500"
436,"2024-03-03","94000"
438,"2024-03-03","133000"
439,"2024-03-03","96000"
443,"2024-03-03","86500"
444,"2024-03-03","74500"
448,"2024-03-03","75000"
451,"2024-03-03","58000"
453,"2024-03-03","76500"
458,"2024-03-03","97500"
460,"2024-03-03","106000"
472,"2024-03-03","151500"
475,"2024-03-03","87500"
482,"2024-03-03","94500"
486,"2024-03-03","84000"
491,"2024-03-03","101500"
503,"2024-03-03","85500"
509,"2024-03-03","86500"
524,"2024-03-03","87500"
527,"2024-03-03","82000"
534,"2024-03-03","89000"
537,"2024-03-03","64000"
541,"2024-03-03","96000"
547,"2024-03-03","78500"
551,"2024-03-03","91500"
553,"2024-03-03","177500"
555,"2024-03-03","89500"
562,"2024-03-03","214000"
565,"2024-03-03","94500"
566,"2024-03-03","122500"
567,"2024-03-03","79000"
569,"2024-03-03","84000"
570,"2024-03-03","198500"
571,"2024-03-03","106500"
577,"2024-03-03","98500"
578,"2024-03-03","87500"
579,"2024-03-03","90000"
580,"2024-03-03","162000"
581,"2024-03-03","94500"
582,"2024-03-03","87500"
583,"2024-03-03","110000"
588,"2024-03-03","74000"
589,"2024-03-03","90000"
590,"2024-03-03","72000"
592,"2024-03-03","107500"
593,"2024-03-03","70500"
594,"2024-03-03","92500"
601,"2024-03-03","81500"
608,"2024-03-03","91500"
616,"2024-03-03","82500"
626,"2024-03-03","94500"
632,"2024-03-03","89000"
635,"2024-03-03","84500"
637,"2024-03-03","72500"
641,"2024-03-03","100000"
644,"2024-03-03","82000"
648,"2024-03-03","116000"
649,"2024-03-03","65500"
650,"2024-03-03","64000"
659,"2024-03-03","193500"
661,"2024-03-03","51500"
667,"2024-03-03","84500"
668,"2024-03-03","107000"
670,"2024-03-03","77500"
672,"2024-03-03","130000"
674,"2024-03-03","84500"
677,"2024-03-03","73500"
684,"2024-03-03","103500"
690,"2024-03-03","195000"
691,"2024-03-03","89000"
702,"2024-03-03","71000"
709,"2024-03-03","259000"
715,"2024-03-03","79000"
723,"2024-03-03","96500"
727,"2024-03-03","70500"
729,"2024-03-03","158500"
735,"2024-03-03","78500"
738,"2024-03-03","84000"
741,"2024-03-03","110000"
747,"2024-03-03","78500"
750,"2024-03-03","151500"
772,"2024-03-03","107000"
774,"2024-03-03","64500"
778,"2024-03-03","151000"
784,"2024-03-03","94500"
785,"2024-03-03","78500"
786,"2024-03-03","79500"
787,"2024-03-03","83500"
793,"2024-03-03","80500"
795,"2024-03-03","84000"
799,"2024-03-03","217000"
803,"2024-03-03","91000"
813,"2024-03-03","78500"
818,"2024-03-03","75000"
819,"2024-03-03","94000"
823,"2024-03-03","71500"
825,"2024-03-03","86000"
832,"2024-03-03","106000"
833,"2024-03-03","72500"
846,"2024-03-03","67500"
849,"2024-03-03","135000"
853,"2024-03-03","94500"
858,"2024-03-03","81500"
860,"2024-03-03","70500"
864,"2024-03-03","85000"
866,"2024-03-03","159000"
867,"2024-03-03","89500"
869,"2024-03-03","92000"
871,"2024-03-03","67000"
872,"2024-03-03","80500"
874,"2024-03-03","82500"
884,"2024-03-03","248000"
886,"2024-03-03","72500"
893,"2024-03-03","70500"
898,"2024-03-03","94500"
901,"2024-03-03","87000"
907,"2024-03-03","90000"
909,"2024-03-03","91000"
910,"2024-03-03","104500"
914,"2024-03-03","97000"
915,"2024-03-03","97000"
919,"2024-03-03","172000"
921,"2024-03-03","66000"
923,"2024-03-03","75000"
927,"2024-03-03","264500"
928,"2024-03-03","81000"
933,"2024-03-03","95000"
937,"2024-03-03","182000"
938,"2024-03-03","91500"
941,"2024-03-03","103000"
942,"2024-03-03","59000"
943,"2024-03-03","47000"
944,"2024-03-03","93000"
946,"2024-03-03","94000"
950,"2024-03-03","167500"
952,"2024-03-03","85000"
957,"2024-03-03","60000"
961,"2024-03-03","66000"
963,"2024-03-03","103000"
964,"2024-03-03","83000"
968,"2024-03-03","85000"
973,"2024-03-03","73000"
975,"2024-03-03","115500"
982,"2024-03-03","104500"
987,"2024-03-03","92000"
991,"2024-03-03","71500"
995,"2024-03-03","77000"
998,"2024-03-03","45500"
1005,"2024-03-03","183500"
1006,"2024-03-03","82000"
1011,"2024-03-03","74000"
1013,"2024-03-03","152500"
1014,"2024-03-03","159500"
1016,"2024-03-03","90000"
1023,"2024-03-03","98000"
1024,"2024-03-03","165000"
1033,"2024-03-03","78500"
1038,"2024-03-03","71500"
1051,"2024-03-03","163500"
1052,"2024-03-03","69500"
1058,"2024-03-03","100500"
1064,"2024-03-03","73500"
1073,"2024-03-03","99500"
1080,"2024-03-03","55500"
1082,"2024-03-03","119500"
1083,"2024-03-03","87500"
1085,"2024-03-03","67000"
1086,"2024-03-03","73000"
1088,"2024-03-03","277500"
1092,"2024-03-03","94500"
1097,"2024-03-03","226000"
1098,"2024-03-03","72500"
1108,"2024-03-03","92500"
1112,"2024-03-03","52500"
1113,"2024-03-03","83500"
1115,"2024-03-03","163500"
1119,"2024-03-03","178500"
1120,"2024-03-03","343000"
1129,"2024-03-03","63500"
1131,"2024-03-03","204000"
1136,"2024-03-03","71000"
1140,"2024-03-03","78500"
1141,"2024-03-03","71500"
1143,"2024-03-03","92000"
1144,"2024-03-03","65500"
1148,"2024-03-03","171500"
1150,"2024-03-03","73000"
1152,"2024-03-03","158000"
1154,"2024-03-03","72500"
1155,"2024-03-03","141000"
1156,"2024-03-03","76500"
1160,"2024-03-03","99500"
1161,"2024-03-03","59500"
1162,"2024-03-03","82000"
1163,"2024-03-03","61500"
1167,"2024-03-03","68500"
1173,"2024-03-03","87500"
1180,"2024-03-03","81500"
1185,"2024-03-03","79500"
1188,"2024-03-03","86500"
1193,"2024-03-03","91000"
1198,"2024-03-03","84500"
1205,"2024-03-03","93500"
1208,"2024-03-03","70500"
1211,"2024-03-03","99500"
1215,"2024-03-03","100500"
1216,"2024-03-03","73000"
1222,"2024-03-03","87500"
1223,"2024-03-03","209500"
1225,"2024-03-03","49500"
1228,"2024-03-03","199000"
1231,"2024-03-03","161500"
1233,"2024-03-03","83500"
1236,"2024-03-03","90000"
1244,"2024-03-03","86000"
1245,"2024-03-03","51500"
1246,"2024-03-03","81000"
1254,"2024-03-03","63000"
1255,"2024-03-03","70000"
1258,"2024-03-03","112500"
1259,"2024-03-03","71000"
1260,"2024-03-03","201000"
1265,"2024-03-03","70500"
1266,"2024-03-03","83000"
1268,"2024-03-03","92500"
1279,"2024-03-03","121000"
1283,"2024-03-03","114000"
1284,"2024-03-03","168500"
1291,"2024-03-03","189500"
1294,"2024-03-03","81500"
1298,"2024-03-03","70500"
1315,"2024-03-03","76000"
1316,"2024-03-03","62500"
1317,"2024-03-03","93000"
1323,"2024-03-03","71500"
1328,"2024-03-03","132000"
1330,"2024-03-03","107000"
1334,"2024-03-03","160500"
1337,"2024-03-03","82000"
1343,"2024-03-03","98000"
1348,"2024-03-03","89500"
1351,"2024-03-03","59500"
1352,"2024-03-03","65000"
1354,"2024-03-03","78500"
1370,"2024-03-03","86000"
1371,"2024-03-03","105000"
1378,"2024-03-03","80500"
1383,"2024-03-03","177000"
1399,"2024-03-03","141000"
1400,"2024-03-03","99500"
1401,"2024-03-03","81500"
1402,"2024-03-03","190000"
1404,"2024-03-03","96000"
1407,"2024-03-03","62000"
1420,"2024-03-03","75000"
7,"2024-03-04","92000"
8,"2024-03-04","82000"
12,"2024-03-04","80000"
15,"2024-03-04","90000"
20,"2024-03-04","51500"
23,"2024-03-04","85000"
25,"2024-03-04","79000"
26,"2024-03-04","86000"
47,"2024-03-04","68500"
54,"2024-03-04","171000"
63,"2024-03-04","82000"
66,"2024-03-04","99000"
67,"2024-03-04","95000"
68,"2024-03-04","93000"
72,"2024-03-04","90000"
75,"2024-03-04","90500"
87,"2024-03-04","100000"
90,"2024-03-04","76500"
107,"2024-03-04","68000"
123,"2024-03-04","91500"
126,"2024-03-04","81500"
127,"2024-03-04","81000"
135,"2024-03-04","128000"
151,"2024-03-04","87500"
152,"2024-03-04","62500"
165,"2024-03-04","84500"
167,"2024-03-04","71000"
176,"2024-03-04","82500"
185,"2024-03-04","99000"
186,"2024-03-04","86500"
196,"2024-03-04","173500"
207,"2024-03-04","92000"
212,"2024-03-04","71000"
223,"2024-03-04","82000"
232,"2024-03-04","73500"
240,"2024-03-04","110500"
253,"2024-03-04","99000"
258,"2024-03-04","91500"
276,"2024-03-04","68500"
287,"2024-03-04","81000"
302,"2024-03-04","100500"
305,"2024-03-04","77500"
311,"2024-03-04","86500"
313,"2024-03-04","72500"
314,"2024-03-04","86000"
319,"2024-03-04","54000"
324,"2024-03-04","68000"
327,"2024-03-04","87000"
349,"2024-03-04","82000"
350,"2024-03-04","85500"
351,"2024-03-04","85000"
369,"2024-03-04","109000"
373,"2024-03-04","78500"
375,"2024-03-04","98500"
381,"2024-03-04","54000"
389,"2024-03-04","87500"
394,"2024-03-04","57000"
398,"2024-03-04","107000"
406,"2024-03-04","73000"
409,"2024-03-04","87000"
414,"2024-03-04","64500"
419,"2024-03-04","148000"
425,"2024-03-04","91000"
428,"2024-03-04","74000"
440,"2024-03-04","91500"
442,"2024-03-04","88000"
445,"2024-03-04","74000"
459,"2024-03-04","82000"
473,"2024-03-04","168000"
480,"2024-03-04","95500"
486,"2024-03-04","88000"
494,"2024-03-04","105000"
503,"2024-03-04","78000"
516,"2024-03-04","259500"
522,"2024-03-04","70500"
526,"2024-03-04","188500"
533,"2024-03-04","99000"
542,"2024-03-04","120000"
548,"2024-03-04","84500"
549,"2024-03-04","105000"
552,"2024-03-04","81000"
556,"2024-03-04","75000"
561,"2024-03-04","102000"
568,"2024-03-04","100000"
570,"2024-03-04","77500"
571,"2024-03-04","90000"
572,"2024-03-04","55500"
581,"2024-03-04","62500"
590,"2024-03-04","83500"
596,"2024-03-04","103000"
599,"2024-03-04","97500"
601,"2024-03-04","79000"
610,"2024-03-04","68000"
613,"2024-03-04","109000"
626,"2024-03-04","77500"
657,"2024-03-04","84500"
670,"2024-03-04","81000"
679,"2024-03-04","97500"
